14588,2015,10	89,1405
14633,2015,10	185,691
14635,2015,10	1775,10453
14674,2015,10	90,482
14679,2015,10	6190,39634
14683,2015,10	2605,20447
14685,2015,10	657,4229
14689,2015,10	564,4316
14696,2015,10	412,3726
14698,2015,10	246,3034
14709,2015,10	81,575
14711,2015,10	62,666
14730,2015,10	843,3909
14747,2015,10	10361,80171
14771,2015,10	14096,140390
14783,2015,10	523,3307
14794,2015,10	203,1596
14814,2015,10	551,5368
14828,2015,10	91,915
14831,2015,10	3468,20708
14842,2015,10	143,1115
14843,2015,10	1871,16295
14869,2015,10	8744,43970
14893,2015,10	3608,24916
14905,2015,10	61,651
14908,2015,10	3526,18098
14952,2015,10	146,1260
14960,2015,10	118,513
14986,2015,10	306,1428
15016,2015,10	4296,24900
15024,2015,10	237,1941
15027,2015,10	69,448
15041,2015,10	62,202
15048,2015,10	57,135
15070,2015,10	61,985
15096,2015,10	636,3783
15249,2015,10	279,1438
15295,2015,10	88,143
15304,2015,10	5135,37288
15323,2015,10	159,736
15356,2015,10	277,2804
15370,2015,10	1312,10844
15376,2015,10	1305,10634
15380,2015,10	208,1192
15389,2015,10	87,290
15401,2015,10	83,1016
15411,2015,10	222,1449
15412,2015,10	621,5217
15497,2015,10	14,65
15607,2015,10	88,885
15624,2015,10	411,2806
15841,2015,10	62,868
15919,2015,10	933,7982
15991,2015,10	61,471
16218,2015,10	177,863
ABE,2015,1	157,1468
ABE,2015,11	231,2381
ABE,2015,12	148,1798
ABE,2015,2	154,2916
ABE,2015,3	208,2093
ABE,2015,4	222,1969
ABE,2015,5	228,2038
ABE,2015,6	202,3398
ABE,2015,7	229,2252
ABE,2015,8	231,2932
ABE,2015,9	218,3181
ABI,2015,1	227,3497
ABI,2015,11	186,1143
ABI,2015,12	194,1777
ABI,2015,2	182,2465
ABI,2015,3	233,3185
ABI,2015,4	191,3402
ABI,2015,5	197,3125
ABI,2015,6	205,2250
ABI,2015,7	209,1396
ABI,2015,8	210,946
ABI,2015,9	193,623
ABQ,2015,1	1559,17094
ABQ,2015,11	1618,15946
ABQ,2015,12	1597,21818
ABQ,2015,2	1357,15262
ABQ,2015,3	1674,18443
ABQ,2015,4	1743,18900
ABQ,2015,5	1835,22580
ABQ,2015,6	1890,29665
ABQ,2015,7	2033,26677
ABQ,2015,8	1927,24150
ABQ,2015,9	1753,10130
ABR,2015,1	60,625
ABR,2015,11	62,390
ABR,2015,12	61,762
ABR,2015,2	55,296
ABR,2015,3	61,127
ABR,2015,4	59,158
ABR,2015,5	62,121
ABR,2015,6	59,344
ABR,2015,7	62,437
ABR,2015,8	61,385
ABR,2015,9	60,341
ABY,2015,1	81,1144
ABY,2015,11	81,1514
ABY,2015,12	75,1194
ABY,2015,2	73,809
ABY,2015,3	87,1187
ABY,2015,4	84,1000
ABY,2015,5	79,1012
ABY,2015,6	75,884
ABY,2015,7	77,1293
ABY,2015,8	79,837
ABY,2015,9	78,972
ACK,2015,5	48,1018
ACK,2015,6	85,1738
ACK,2015,7	139,1080
ACK,2015,8	138,1618
ACK,2015,9	78,831
ACT,2015,1	142,2457
ACT,2015,11	140,1559
ACT,2015,12	150,1127
ACT,2015,2	112,2139
ACT,2015,3	140,3239
ACT,2015,4	146,2030
ACT,2015,5	139,3671
ACT,2015,6	139,3403
ACT,2015,7	148,2415
ACT,2015,8	146,2196
ACT,2015,9	140,952
ACV,2015,1	145,2237
ACV,2015,11	130,1166
ACV,2015,12	118,2683
ACV,2015,2	125,2031
ACV,2015,3	98,1577
ACV,2015,4	107,1137
ACV,2015,5	97,1769
ACV,2015,6	107,1783
ACV,2015,7	120,2023
ACV,2015,8	116,2348
ACV,2015,9	108,1162
ACY,2015,1	332,4559
ACY,2015,11	276,3014
ACY,2015,12	297,3475
ACY,2015,2	305,6249
ACY,2015,3	357,3917
ACY,2015,4	360,3167
ACY,2015,5	341,8012
ACY,2015,6	321,9893
ACY,2015,7	339,6418
ACY,2015,8	338,8024
ACY,2015,9	268,3227
ADK,2015,1	9,0
ADK,2015,11	7,93
ADK,2015,12	6,19
ADK,2015,2	8,76
ADK,2015,3	8,123
ADK,2015,4	9,11
ADK,2015,5	8,86
ADK,2015,6	8,30
ADK,2015,7	9,14
ADK,2015,8	9,93
ADK,2015,9	8,17
ADQ,2015,1	29,210
ADQ,2015,11	29,113
ADQ,2015,12	26,109
ADQ,2015,2	24,106
ADQ,2015,3	30,160
ADQ,2015,4	30,232
ADQ,2015,5	60,266
ADQ,2015,6	54,311
ADQ,2015,7	55,152
ADQ,2015,8	53,427
ADQ,2015,9	47,122
AEX,2015,1	281,2676
AEX,2015,11	270,2332
AEX,2015,12	277,3810
AEX,2015,2	242,3035
AEX,2015,3	287,3875
AEX,2015,4	284,3473
AEX,2015,5	283,4259
AEX,2015,6	287,4684
AEX,2015,7	294,3751
AEX,2015,8	293,2699
AEX,2015,9	265,2072
AGS,2015,1	200,2290
AGS,2015,11	214,2412
AGS,2015,12	216,2700
AGS,2015,2	174,3162
AGS,2015,3	227,2123
AGS,2015,4	227,2080
AGS,2015,5	224,2637
AGS,2015,6	216,3988
AGS,2015,7	222,2059
AGS,2015,8	214,1978
AGS,2015,9	215,1400
AKN,2015,6	24,255
AKN,2015,7	31,118
AKN,2015,8	8,26
ALB,2015,1	547,7790
ALB,2015,11	712,6037
ALB,2015,12	766,7673
ALB,2015,2	524,7683
ALB,2015,3	674,9284
ALB,2015,4	679,6946
ALB,2015,5	696,7794
ALB,2015,6	626,11049
ALB,2015,7	710,12613
ALB,2015,8	721,10060
ALB,2015,9	694,6561
ALO,2015,1	49,1779
ALO,2015,11	52,774
ALO,2015,12	55,284
ALO,2015,2	46,1668
ALO,2015,3	56,664
ALO,2015,4	55,279
ALO,2015,5	56,529
ALO,2015,6	53,635
ALO,2015,7	58,870
ALO,2015,8	55,653
ALO,2015,9	51,646
AMA,2015,1	505,7467
AMA,2015,11	261,2821
AMA,2015,12	239,1770
AMA,2015,2	421,5692
AMA,2015,3	464,5286
AMA,2015,4	340,4037
AMA,2015,5	328,4886
AMA,2015,6	471,6023
AMA,2015,7	452,5230
AMA,2015,8	315,2324
AMA,2015,9	289,1299
ANC,2015,1	1166,9715
ANC,2015,11	1170,14007
ANC,2015,12	1236,9150
ANC,2015,2	1003,9151
ANC,2015,3	1199,12581
ANC,2015,4	1164,6720
ANC,2015,5	1499,8892
ANC,2015,6	1882,20360
ANC,2015,7	2073,25366
ANC,2015,8	1986,23453
ANC,2015,9	1470,12732
APN,2015,1	50,1525
APN,2015,11	50,233
APN,2015,12	51,1027
APN,2015,2	43,886
APN,2015,3	52,538
APN,2015,4	51,497
APN,2015,5	51,197
APN,2015,6	51,330
APN,2015,7	53,587
APN,2015,8	51,181
APN,2015,9	49,328
ASE,2015,1	612,12818
ASE,2015,11	32,681
ASE,2015,12	421,16562
ASE,2015,2	588,11958
ASE,2015,3	728,9281
ASE,2015,4	180,1377
ASE,2015,5	34,536
ASE,2015,6	230,4746
ASE,2015,7	260,3771
ASE,2015,8	220,2950
ASE,2015,9	113,937
ATL,2015,1	29205,288728
ATL,2015,11	30845,265105
ATL,2015,12	30753,465939
ATL,2015,2	26362,345593
ATL,2015,3	32477,342337
ATL,2015,4	31270,294140
ATL,2015,5	32271,356555
ATL,2015,6	32441,460991
ATL,2015,7	33655,366148
ATL,2015,8	33608,361359
ATL,2015,9	31302,213766
ATW,2015,1	222,3431
ATW,2015,11	246,1794
ATW,2015,12	223,2991
ATW,2015,2	200,4179
ATW,2015,3	280,2240
ATW,2015,4	252,1481
ATW,2015,5	295,2477
ATW,2015,6	206,2598
ATW,2015,7	312,2853
ATW,2015,8	294,3125
ATW,2015,9	240,1719
AUS,2015,1	3338,44905
AUS,2015,11	3830,84299
AUS,2015,12	3836,49106
AUS,2015,2	2985,42311
AUS,2015,3	3704,49739
AUS,2015,4	3726,44474
AUS,2015,5	3901,61634
AUS,2015,6	4017,59862
AUS,2015,7	4281,51760
AUS,2015,8	4144,47662
AUS,2015,9	3796,22568
AVL,2015,1	207,2458
AVL,2015,11	210,2760
AVL,2015,12	200,4439
AVL,2015,2	177,2720
AVL,2015,3	234,3239
AVL,2015,4	220,2254
AVL,2015,5	210,2414
AVL,2015,6	312,4505
AVL,2015,7	339,4234
AVL,2015,8	313,3187
AVL,2015,9	279,1791
AVP,2015,1	115,2010
AVP,2015,11	155,2327
AVP,2015,12	111,760
AVP,2015,2	85,1498
AVP,2015,3	91,1040
AVP,2015,4	140,1202
AVP,2015,5	154,1835
AVP,2015,6	107,2061
AVP,2015,7	145,3056
AVP,2015,8	118,2153
AVP,2015,9	110,1910
AZO,2015,1	192,3943
AZO,2015,11	182,1360
AZO,2015,12	212,1419
AZO,2015,2	129,3223
AZO,2015,3	188,2128
AZO,2015,4	142,473
AZO,2015,5	132,473
AZO,2015,6	152,2421
AZO,2015,7	124,653
AZO,2015,8	137,1175
AZO,2015,9	157,1303
BDL,2015,1	1585,20890
BDL,2015,11	1743,15012
BDL,2015,12	1688,21877
BDL,2015,2	1341,23232
BDL,2015,3	1691,20678
BDL,2015,4	1691,18892
BDL,2015,5	1810,21118
BDL,2015,6	1761,32163
BDL,2015,7	1833,26989
BDL,2015,8	1737,26415
BDL,2015,9	1562,16608
BET,2015,1	80,437
BET,2015,11	75,1311
BET,2015,12	75,432
BET,2015,2	75,887
BET,2015,3	84,502
BET,2015,4	81,305
BET,2015,5	82,511
BET,2015,6	81,759
BET,2015,7	85,835
BET,2015,8	82,641
BET,2015,9	81,357
BFL,2015,1	229,4220
BFL,2015,11	234,1536
BFL,2015,12	224,2866
BFL,2015,2	202,2497
BFL,2015,3	240,2564
BFL,2015,4	257,2906
BFL,2015,5	264,3391
BFL,2015,6	261,4101
BFL,2015,7	253,2806
BFL,2015,8	239,3431
BFL,2015,9	196,1417
BGM,2015,11	28,138
BGM,2015,12	63,971
BGM,2015,2	36,904
BGM,2015,6	42,184
BGM,2015,7	60,381
BGM,2015,8	29,165
BGM,2015,9	1,6
BGR,2015,11	33,241
BGR,2015,12	23,414
BGR,2015,2	21,391
BGR,2015,4	1,15
BGR,2015,5	58,589
BGR,2015,6	44,984
BGR,2015,7	66,179
BGR,2015,8	75,369
BGR,2015,9	42,153
BHM,2015,1	1136,14355
BHM,2015,11	1103,8612
BHM,2015,12	1040,13286
BHM,2015,2	1014,12797
BHM,2015,3	1183,14282
BHM,2015,4	1079,11070
BHM,2015,5	1139,12708
BHM,2015,6	1189,19031
BHM,2015,7	1185,15088
BHM,2015,8	1166,13907
BHM,2015,9	1104,7016
BIL,2015,1	221,2607
BIL,2015,11	253,2017
BIL,2015,12	268,3302
BIL,2015,2	207,2170
BIL,2015,3	251,2128
BIL,2015,4	224,1796
BIL,2015,5	249,2731
BIL,2015,6	278,2836
BIL,2015,7	337,2959
BIL,2015,8	333,2305
BIL,2015,9	243,1159
BIS,2015,1	304,6079
BIS,2015,11	297,1894
BIS,2015,12	299,2946
BIS,2015,2	269,5694
BIS,2015,3	295,3110
BIS,2015,4	295,3431
BIS,2015,5	319,2529
BIS,2015,6	320,4709
BIS,2015,7	357,3761
BIS,2015,8	352,2765
BIS,2015,9	300,2101
BJI,2015,1	62,561
BJI,2015,11	59,856
BJI,2015,12	62,150
BJI,2015,2	56,174
BJI,2015,3	61,201
BJI,2015,4	60,229
BJI,2015,5	62,860
BJI,2015,6	60,430
BJI,2015,7	62,399
BJI,2015,8	62,752
BJI,2015,9	60,213
BLI,2015,1	94,492
BLI,2015,11	90,486
BLI,2015,12	101,591
BLI,2015,2	84,590
BLI,2015,3	107,788
BLI,2015,4	92,362
BLI,2015,5	93,333
BLI,2015,6	17,17
BLI,2015,8	31,223
BMI,2015,1	233,4907
BMI,2015,11	217,1861
BMI,2015,12	246,2311
BMI,2015,2	214,5101
BMI,2015,3	260,4301
BMI,2015,4	227,3670
BMI,2015,5	226,3011
BMI,2015,6	261,4109
BMI,2015,7	256,2468
BMI,2015,8	253,2884
BMI,2015,9	244,2285
BNA,2015,1	4003,50633
BNA,2015,11	4229,34678
BNA,2015,12	4170,51858
BNA,2015,2	3264,40815
BNA,2015,3	4318,48497
BNA,2015,4	4242,38561
BNA,2015,5	4339,48497
BNA,2015,6	4502,69494
BNA,2015,7	4717,66283
BNA,2015,8	4533,46413
BNA,2015,9	4263,27834
BOI,2015,1	922,13750
BOI,2015,11	1142,12000
BOI,2015,12	1184,17975
BOI,2015,2	829,11477
BOI,2015,3	961,7395
BOI,2015,4	915,9338
BOI,2015,5	1056,9908
BOI,2015,6	1131,17963
BOI,2015,7	1191,17323
BOI,2015,8	1167,12807
BOI,2015,9	1070,9212
BOS,2015,1	8183,112427
BOS,2015,11	9413,80713
BOS,2015,12	9026,128981
BOS,2015,2	7260,188913
BOS,2015,3	9742,147725
BOS,2015,4	9937,110667
BOS,2015,5	10164,124385
BOS,2015,6	10406,165106
BOS,2015,7	10752,152605
BOS,2015,8	10631,160250
BOS,2015,9	9679,98437
BPT,2015,1	90,1981
BPT,2015,11	79,1224
BPT,2015,12	84,2137
BPT,2015,2	73,1440
BPT,2015,3	76,1910
BPT,2015,4	86,1627
BPT,2015,5	81,1352
BPT,2015,6	87,1454
BPT,2015,7	91,1155
BPT,2015,8	91,1505
BPT,2015,9	84,1147
BQK,2015,1	84,588
BQK,2015,11	82,963
BQK,2015,12	84,1168
BQK,2015,2	78,1205
BQK,2015,3	78,1077
BQK,2015,4	76,761
BQK,2015,5	78,716
BQK,2015,6	75,784
BQK,2015,7	78,832
BQK,2015,8	80,903
BQK,2015,9	80,1138
BQN,2015,1	112,2114
BQN,2015,11	115,1417
BQN,2015,12	140,2940
BQN,2015,2	82,1270
BQN,2015,3	98,2104
BQN,2015,4	99,1917
BQN,2015,5	120,1951
BQN,2015,6	150,2827
BQN,2015,7	172,3180
BQN,2015,8	151,2267
BQN,2015,9	93,820
BRD,2015,1	53,426
BRD,2015,11	49,176
BRD,2015,12	52,87
BRD,2015,2	47,362
BRD,2015,3	53,408
BRD,2015,4	52,145
BRD,2015,5	52,175
BRD,2015,6	52,175
BRD,2015,7	61,132
BRD,2015,8	60,236
BRD,2015,9	52,1698
BRO,2015,1	194,2661
BRO,2015,11	185,1222
BRO,2015,12	186,1061
BRO,2015,2	188,2013
BRO,2015,3	232,3684
BRO,2015,4	207,2446
BRO,2015,5	212,3464
BRO,2015,6	227,4297
BRO,2015,7	234,2139
BRO,2015,8	228,1818
BRO,2015,9	188,678
BRW,2015,1	78,1240
BRW,2015,11	75,744
BRW,2015,12	77,553
BRW,2015,2	68,588
BRW,2015,3	78,972
BRW,2015,4	76,880
BRW,2015,5	79,517
BRW,2015,6	78,817
BRW,2015,7	79,711
BRW,2015,8	80,395
BRW,2015,9	77,406
BTM,2015,1	61,205
BTM,2015,11	56,385
BTM,2015,12	58,1218
BTM,2015,2	54,108
BTM,2015,3	60,100
BTM,2015,4	56,125
BTM,2015,5	62,102
BTM,2015,6	60,119
BTM,2015,7	62,69
BTM,2015,8	61,441
BTM,2015,9	60,23
BTR,2015,1	642,8287
BTR,2015,11	642,7008
BTR,2015,12	597,8144
BTR,2015,2	591,8807
BTR,2015,3	677,10397
BTR,2015,4	647,10634
BTR,2015,5	645,11882
BTR,2015,6	648,13011
BTR,2015,7	671,7988
BTR,2015,8	662,8688
BTR,2015,9	593,4496
BTV,2015,1	232,4318
BTV,2015,11	231,2580
BTV,2015,12	365,6469
BTV,2015,2	168,3808
BTV,2015,3	229,4355
BTV,2015,4	257,4674
BTV,2015,5	239,3029
BTV,2015,6	264,5422
BTV,2015,7	302,4739
BTV,2015,8	279,3121
BTV,2015,9	345,4322
BUF,2015,1	1256,17256
BUF,2015,11	1477,9881
BUF,2015,12	1503,18629
BUF,2015,2	1161,19928
BUF,2015,3	1527,20899
BUF,2015,4	1585,18139
BUF,2015,5	1667,15804
BUF,2015,6	1600,26688
BUF,2015,7	1661,25188
BUF,2015,8	1584,22767
BUF,2015,9	1511,12298
BUR,2015,1	1665,15228
BUR,2015,11	1690,14168
BUR,2015,12	1717,19622
BUR,2015,2	1502,17069
BUR,2015,3	1731,13231
BUR,2015,4	1680,15282
BUR,2015,5	1700,17798
BUR,2015,6	1703,18185
BUR,2015,7	1794,19893
BUR,2015,8	1739,16685
BUR,2015,9	1671,9025
BWI,2015,1	6750,69460
BWI,2015,11	7852,58716
BWI,2015,12	7921,88919
BWI,2015,2	5896,68496
BWI,2015,3	7421,71321
BWI,2015,4	7842,63541
BWI,2015,5	8114,77344
BWI,2015,6	8193,140998
BWI,2015,7	8697,127534
BWI,2015,8	8209,105932
BWI,2015,9	7692,75098
BZN,2015,1	249,3924
BZN,2015,11	249,1844
BZN,2015,12	328,6317
BZN,2015,2	270,3329
BZN,2015,3	298,2803
BZN,2015,4	201,1798
BZN,2015,5	169,1254
BZN,2015,6	361,3895
BZN,2015,7	512,4166
BZN,2015,8	523,5125
BZN,2015,9	420,2306
CAE,2015,1	516,7599
CAE,2015,11	440,6361
CAE,2015,12	420,7703
CAE,2015,2	460,8625
CAE,2015,3	497,7613
CAE,2015,4	454,5764
CAE,2015,5	460,7737
CAE,2015,6	451,8081
CAE,2015,7	458,6735
CAE,2015,8	462,5727
CAE,2015,9	442,3425
CAK,2015,1	551,6376
CAK,2015,11	544,5053
CAK,2015,12	484,4812
CAK,2015,2	486,6586
CAK,2015,3	651,9821
CAK,2015,4	572,4043
CAK,2015,5	592,7930
CAK,2015,6	548,10269
CAK,2015,7	575,10976
CAK,2015,8	530,6961
CAK,2015,9	463,2836
CDC,2015,1	53,417
CDC,2015,11	51,328
CDC,2015,12	54,1116
CDC,2015,2	47,156
CDC,2015,3	53,537
CDC,2015,4	52,348
CDC,2015,5	52,599
CDC,2015,6	52,285
CDC,2015,7	54,329
CDC,2015,8	52,494
CDC,2015,9	52,455
CDV,2015,1	60,450
CDV,2015,11	58,645
CDV,2015,12	60,267
CDV,2015,2	55,371
CDV,2015,3	62,767
CDV,2015,4	59,487
CDV,2015,5	62,309
CDV,2015,6	59,453
CDV,2015,7	62,497
CDV,2015,8	62,368
CDV,2015,9	60,572
CEC,2015,1	60,1254
CEC,2015,2	52,668
CEC,2015,3	57,674
CEC,2015,4	11,43
CHA,2015,1	305,3299
CHA,2015,11	395,5374
CHA,2015,12	367,5104
CHA,2015,2	309,5134
CHA,2015,3	374,4232
CHA,2015,4	395,3638
CHA,2015,5	415,5121
CHA,2015,6	392,7462
CHA,2015,7	401,3780
CHA,2015,8	404,4135
CHA,2015,9	385,3411
CHO,2015,1	189,5012
CHO,2015,11	213,2913
CHO,2015,12	184,3653
CHO,2015,2	159,4849
CHO,2015,3	200,3561
CHO,2015,4	174,1690
CHO,2015,5	198,2775
CHO,2015,6	176,2796
CHO,2015,7	196,2662
CHO,2015,8	206,4132
CHO,2015,9	223,2279
CHS,2015,1	901,11331
CHS,2015,11	1198,10123
CHS,2015,12	1059,11558
CHS,2015,2	729,11061
CHS,2015,3	1001,11932
CHS,2015,4	1153,12082
CHS,2015,5	1136,10755
CHS,2015,6	1072,15422
CHS,2015,7	1167,13613
CHS,2015,8	1130,12455
CHS,2015,9	1069,9177
CID,2015,1	636,14374
CID,2015,11	479,4576
CID,2015,12	535,5797
CID,2015,2	566,15079
CID,2015,3	628,9486
CID,2015,4	623,7312
CID,2015,5	701,7040
CID,2015,6	641,10601
CID,2015,7	701,7951
CID,2015,8	644,6708
CID,2015,9	477,3732
CIU,2015,1	57,1360
CIU,2015,11	59,511
CIU,2015,12	58,389
CIU,2015,2	49,912
CIU,2015,3	58,707
CIU,2015,4	54,706
CIU,2015,5	60,613
CIU,2015,6	22,305
CIU,2015,7	62,692
CIU,2015,8	62,844
CIU,2015,9	58,301
CLD,2015,1	200,1212
CLD,2015,2	180,2360
CLD,2015,3	208,2138
CLD,2015,4	39,178
CLE,2015,1	2912,41724
CLE,2015,11	3037,26369
CLE,2015,12	2788,32769
CLE,2015,2	2690,48114
CLE,2015,3	3049,41810
CLE,2015,4	3103,32858
CLE,2015,5	3355,42114
CLE,2015,6	3221,62887
CLE,2015,7	3324,44986
CLE,2015,8	3292,44143
CLE,2015,9	3115,25939
CLL,2015,1	198,2759
CLL,2015,11	212,787
CLL,2015,12	185,967
CLL,2015,2	166,2230
CLL,2015,3	179,2123
CLL,2015,4	197,2017
CLL,2015,5	210,2408
CLL,2015,6	221,2058
CLL,2015,7	215,1180
CLL,2015,8	216,1355
CLL,2015,9	204,884
CLT,2015,1	9186,79784
CLT,2015,11	9146,64012
CLT,2015,12	9188,95932
CLT,2015,2	7796,93767
CLT,2015,3	9258,86462
CLT,2015,4	8820,76798
CLT,2015,5	9169,67648
CLT,2015,6	8932,101738
CLT,2015,7	9310,95556
CLT,2015,8	9134,99666
CLT,2015,9	9043,70776
CMH,2015,1	1990,32679
CMH,2015,11	2142,17881
CMH,2015,12	2072,22446
CMH,2015,2	1801,29045
CMH,2015,3	2342,30790
CMH,2015,4	2238,20896
CMH,2015,5	2229,24259
CMH,2015,6	2275,38226
CMH,2015,7	2338,37142
CMH,2015,8	2222,26158
CMH,2015,9	2050,13976
CMI,2015,1	189,6200
CMI,2015,11	202,1912
CMI,2015,12	199,1836
CMI,2015,2	162,5075
CMI,2015,3	180,2680
CMI,2015,4	170,1539
CMI,2015,5	177,1464
